"num_orders","num_order_days","days_since_last","order_freq","ave_stock_per_order","ave_qty","ave_purchased","total_unique_stock","total_qty","total_purchases","customer_activity_score","label"
"1","1","368","0.2680965147453083","8","40","123.23999999999998","8","40","123.23999999999998","0.010134492596114658","5"
"1","1","368","0.2680965147453083","49","104","252.8","49","104","252.8","0.010134492596114658","5"
"1","1","367","0.2680965147453083","29","125","181.12","29","125","181.12","0.01016182640440255","5"
"1","1","367","0.2680965147453083","7","36","112.6","7","36","112.6","0.01016182640440255","5"
"1","1","367","0.2680965147453083","6","36","87.50000000000001","6","36","87.50000000000001","0.01016182640440255","5"
"1","1","367","0.2680965147453083","7","136","230.4","7","136","230.4","0.01016182640440255","5"
"1","1","367","0.2680965147453083","13","124","289.35","13","124","289.35","0.01016182640440255","5"
"1","1","366","0.2680965147453083","4","106","307.82","4","106","307.82","0.010189308055836316","4"
"1","1","366","0.2680965147453083","2","20","48.800000000000004","2","20","48.800000000000004","0.010189308055836316","5"
"1","1","366","0.2680965147453083","5","130","201.60000000000002","5","130","201.60000000000002","0.010189308055836316","5"
"1","1","366","0.2680965147453083","1","200","590","1","200","590","0.010189308055836316","2"
"1","1","366","0.2680965147453083","7","76","168.6","7","76","168.6","0.010189308055836316","0"
"4","2","366","0.5420054200542005","8.75","163","415.265","29","652","1661.06","0.024951378751365026","1"
"1","1","366","0.2680965147453083","5","43","403.25","5","43","403.25","0.010189308055836316","5"
"1","1","366","0.2680965147453083","3","29","129.75","3","29","129.75","0.010189308055836316","5"
"1","1","366","0.2680965147453083","44","62","145.92999999999998","44","62","145.92999999999998","0.010189308055836316","5"
"1","1","366","0.2680965147453083","10","120","155.55","10","120","155.55","0.010189308055836316","0"
"1","1","365","0.2680965147453083","64","239","414.88","64","239","414.88","0.010216938753149994","5"
"1","1","365","0.2680965147453083","5","60","63","5","60","63","0.010216938753149994","5"
"1","1","365","0.2680965147453083","2","52","181","2","52","181","0.010216938753149994","5"
"1","1","365","0.2680965147453083","17","222","249.85999999999999","17","222","249.85999999999999","0.010216938753149994","0"
"1","1","365","0.2680965147453083","12","499","300.91999999999996","12","499","300.91999999999996","0.010216938753149994","5"
"1","1","365","0.2680965147453083","12","117","226.02999999999997","12","117","226.02999999999997","0.010216938753149994","0"
"1","1","365","0.2680965147453083","13","148","258.28000000000003","13","148","258.28000000000003","0.010216938753149994","0"
"1","1","365","0.2680965147453083","16","79","313.53","16","79","313.53","0.010216938753149994","0"
"1","1","365","0.2680965147453083","71","231","372.09","71","231","372.09","0.010216938753149994","5"
"1","1","365","0.2680965147453083","11","92","174.4","11","92","174.4","0.010216938753149994","0"
"1","1","364","0.2680965147453083","28","110","182.25","28","110","182.25","0.010244719712159081","5"
"1","1","364","0.2680965147453083","41","177","272.82","41","177","272.82","0.010244719712159081","5"
"1","1","364","0.2680965147453083","26","314","458.91999999999996","26","314","458.91999999999996","0.010244719712159081","0"
"1","1","364","0.2680965147453083","3","46","173.7","3","46","173.7","0.010244719712159081","5"
"1","1","364","0.2680965147453083","13","129","255.95","13","129","255.95","0.010244719712159081","0"
"1","1","364","0.2680965147453083","37","87","203.1","37","87","203.1","0.010244719712159081","5"
"1","1","362","0.2680965147453083","66","74","147.09","66","74","147.09","0.01030073734500566","5"
"1","1","362","0.2680965147453083","9","59","135.4","9","59","135.4","0.01030073734500566","5"
"1","1","362","0.2680965147453083","22","68","122.7","22","68","122.7","0.01030073734500566","5"
"1","1","362","0.2680965147453083","37","110","283.28","37","110","283.28","0.01030073734500566","5"
"1","1","362","0.2680965147453083","32","78","169.46999999999997","32","78","169.46999999999997","0.01030073734500566","5"
"1","1","362","0.2680965147453083","23","86","179.10000000000002","23","86","179.10000000000002","0.01030073734500566","5"
"1","1","361","0.2680965147453083","6","90","145","6","90","145","0.010328976517501108","0"
"1","1","361","0.2680965147453083","7","336","418.9200000000001","7","336","418.9200000000001","0.010328976517501108","5"
"1","1","361","0.2680965147453083","53","144","250.04000000000005","53","144","250.04000000000005","0.010328976517501108","5"
"1","1","360","0.2680965147453083","15","81","479.35","15","81","479.35","0.01035737094937939","5"
"1","1","360","0.2680965147453083","18","191","365.27000000000004","18","191","365.27000000000004","0.01035737094937939","0"
"2","2","360","0.5494505494505495","9.5","63.5","182.72500000000002","18","127","365.45000000000005","0.015359223261518706","0"
"1","1","360","0.2680965147453083","3","40","101.99999999999999","3","40","101.99999999999999","0.01035737094937939","0"
"1","1","360","0.2680965147453083","25","112","226.77999999999997","25","112","226.77999999999997","0.01035737094937939","5"
"1","1","359","0.2680965147453083","1","192","80.64","1","192","80.64","0.01038592192459765","2"
"1","1","359","0.2680965147453083","10","82","201.20000000000005","10","82","201.20000000000005","0.01038592192459765","0"
"1","1","359","0.2680965147453083","5","40","74.4","5","40","74.4","0.01038592192459765","5"
"1","1","359","0.2680965147453083","9","82","422.7","9","82","422.7","0.01038592192459765","5"
"1","1","359","0.2680965147453083","39","150","306.84","39","150","306.84","0.01038592192459765","5"
"2","2","358","0.5390835579514826","9.5","219","830.45","19","438","1660.9","0.015444135343210194","1"
"2","2","358","0.5524861878453038","7","76","161.04","13","152","322.08","0.015444135343210194","5"
"1","1","358","0.2680965147453083","30","283","476.34999999999997","30","283","476.34999999999997","0.010414630741309506","0"
"1","1","358","0.2680965147453083","10","79","271.05000000000007","10","79","271.05000000000007","0.010414630741309506","5"
"1","1","358","0.2680965147453083","18","180","540.45","18","180","540.45","0.010414630741309506","5"
"2","2","358","0.5434782608695652","9.5","67","145.20000000000002","18","134","290.40000000000003","0.015444135343210194","0"
"1","1","358","0.2680965147453083","4","17","76.55000000000001","4","17","76.55000000000001","0.010414630741309506","4"
"1","1","358","0.2680965147453083","25","438","351.29999999999995","25","438","351.29999999999995","0.010414630741309506","0"
"1","1","357","0.2680965147453083","11","83","190.55","11","83","190.55","0.010443498712061822","0"
"1","1","357","0.2680965147453083","4","84","158.16000000000003","4","84","158.16000000000003","0.010443498712061822","4"
"1","1","357","0.2680965147453083","10","100","168","10","100","168","0.010443498712061822","0"
"1","1","357","0.2680965147453083","9","258","316.58","9","258","316.58","0.010443498712061822","5"
"1","1","355","0.2680965147453083","17","56","193.64000000000001","17","56","193.64000000000001","0.01050171743904499","5"
"2","2","354","0.5434782608695652","39","330","599.1900000000002","67","660","1198.3800000000003","0.015616807569865696","0"
"1","1","354","0.2680965147453083","53","109","216.75999999999996","53","109","216.75999999999996","0.010531070894152854","5"
"1","1","354","0.2680965147453083","19","189","290.51","19","189","290.51","0.010531070894152854","0"
"1","1","353","0.2680965147453083","54","688","1141.2400000000002","54","688","1141.2400000000002","0.010560588901472254","5"
"1","1","353","0.2680965147453083","15","128","278.7","15","128","278.7","0.010560588901472254","0"
"1","1","352","0.2680965147453083","4","88","110.4","4","88","110.4","0.010590272848584652","4"
"1","1","351","0.2680965147453083","7","93","172.25","7","93","172.25","0.010620124138716474","0"
"1","1","351","0.2680965147453083","1","39","134.55","1","39","134.55","0.010620124138716474","2"
"1","1","351","0.2680965147453083","21","238","300.42","21","238","300.42","0.010620124138716474","0"
"1","1","339","0.2680965147453083","11","114","168.3","11","114","168.3","0.010991925502445925","0"
"1","1","338","0.2680965147453083","6","18","119.30000000000001","6","18","119.30000000000001","0.011024087483375203","0"
"1","1","338","0.2680965147453083","155","350","1048.85","155","350","1048.85","0.011024087483375203","5"
"2","2","337","0.546448087431694","5","177","200.95000000000002","10","354","401.90000000000003","0.01639588888181981","5"
"1","1","337","0.2680965147453083","37","95","236.01999999999998","37","95","236.01999999999998","0.011056438226227176","5"
"1","1","336","0.2680965147453083","14","103","298.92999999999995","14","103","298.92999999999995","0.011088979397687071","0"
"1","1","336","0.2680965147453083","10","90","135.89999999999998","10","90","135.89999999999998","0.011088979397687071","5"
"2","2","336","0.544959128065395","1","96","408","1","192","816","0.01644414505803351","2"
"2","2","336","0.5555555555555556","5.5","188","146.5","9","376","293","0.01644414505803351","5"
"1","1","336","0.2680965147453083","13","202","104.76","13","202","104.76","0.011088979397687071","5"
"1","1","336","0.2680965147453083","148","1775","2025.3899999999999","148","1775","2025.3899999999999","0.011088979397687071","5"
"2","2","334","0.5390835579514826","11","146","230.74","20","292","461.48","0.016541514618172586","0"
"1","1","334","0.2680965147453083","5","42","73.5","5","42","73.5","0.011154639791859804","5"
"1","1","334","0.2680965147453083","9","78","114.00000000000001","9","78","114.00000000000001","0.011154639791859804","5"
"1","1","334","0.2680965147453083","14","76","157.09000000000003","14","76","157.09000000000003","0.011154639791859804","5"
"1","1","333","0.2680965147453083","29","386","311.71","29","386","311.71","0.011187762447510496","5"
"3","3","333","0.8042895442359249","1","26.666666666666668","292","1","80","876","0.021993503738276732","2"
"3","2","333","0.546448087431694","35.333333333333336","262.3333333333333","733.4733333333334","99","787","2200.42","0.021993503738276732","0"
"1","1","333","0.2680965147453083","19","249","332.41","19","249","332.41","0.011187762447510496","0"
"1","1","332","0.2680965147453083","29","159","344.14","29","159","344.14","0.011221082398243133","5"
"1","1","332","0.2680965147453083","17","144","252.42000000000002","17","144","252.42000000000002","0.011221082398243133","0"
"1","1","332","0.2680965147453083","3","21","110.94999999999999","3","21","110.94999999999999","0.011221082398243133","0"
"1","1","332","0.2680965147453083","8","90","153.9","8","90","153.9","0.011221082398243133","0"
"1","1","332","0.2680965147453083","3","168","144","3","168","144","0.011221082398243133","5"
"1","1","331","0.2680965147453083","5","290","1289.5","5","290","1289.5","0.011254601412105486","1"
"1","1","331","0.2680965147453083","47","498","793.9799999999999","47","498","793.9799999999999","0.011254601412105486","0"
"1","1","331","0.2680965147453083","3","6","197.65","3","6","197.65","0.011254601412105486","5"
"1","1","331","0.2680965147453083","29","197","492.65","29","197","492.65","0.011254601412105486","0"
"1","1","330","0.2680965147453083","9","85","155.17000000000002","9","85","155.17000000000002","0.011288321278334292","0"
"1","1","330","0.2680965147453083","13","91","201.19","13","91","201.19","0.011288321278334292","0"
"1","1","330","0.2680965147453083","14","75","226.37000000000003","14","75","226.37000000000003","0.011288321278334292","0"
"1","1","330","0.2680965147453083","1","2","250","1","2","250","0.011288321278334292","2"
"2","2","330","0.5361930294906166","14.5","132.5","344.975","25","265","689.95","0.01673975448104207","5"
"1","1","329","0.2680965147453083","10","78","225.9","10","78","225.9","0.011322243807673629","0"
"1","1","329","0.2680965147453083","35","281","534.5699999999999","35","281","534.5699999999999","0.011322243807673629","0"
"1","1","329","0.2680965147453083","33","128","430.69999999999993","33","128","430.69999999999993","0.011322243807673629","5"
"1","1","326","0.2680965147453083","8","111","146.85000000000002","8","111","146.85000000000002","0.011425245811253712","0"
"1","1","326","0.2680965147453083","1","100","165","1","100","165","0.011425245811253712","2"
"1","1","326","0.2680965147453083","30","101","248.42","30","101","248.42","0.011425245811253712","5"
"2","2","326","0.547945205479452","33","159.5","299.985","58","319","599.97","0.01694280354449331","5"
"1","1","326","0.2680965147453083","27","129","201.16","27","129","201.16","0.011425245811253712","5"
"1","1","325","0.2680965147453083","7","17","107.44999999999999","7","17","107.44999999999999","0.01145999754209168","5"
"1","1","325","0.2680965147453083","1","4","440","1","4","440","0.01145999754209168","2"
"1","1","325","0.2680965147453083","12","133","155.93","12","133","155.93","0.01145999754209168","5"
"1","1","325","0.2680965147453083","1","74215","77183.6","1","74215","77183.6","0.01145999754209168","2"
"1","1","324","0.2680965147453083","1","72","76.32000000000001","1","72","76.32000000000001","0.011494961323923695","2"
"1","1","324","0.2680965147453083","2","36","45","2","36","45","0.011494961323923695","5"
"1","1","323","0.2680965147453083","14","175","229.47000000000003","14","175","229.47000000000003","0.011530139103554868","0"
"1","1","323","0.2680965147453083","10","73","178.95","10","73","178.95","0.011530139103554868","0"
"2","1","323","0.2680965147453083","3","19","48.85","6","38","97.7","0.017098352621856976","5"
"1","1","323","0.2680965147453083","11","100","330.9","11","100","330.9","0.011530139103554868","5"
"1","1","323","0.2680965147453083","10","92","195.60000000000002","10","92","195.60000000000002","0.011530139103554868","0"
"1","1","322","0.2680965147453083","14","152","302","14","152","302","0.011565532851694522","0"
"2","2","322","0.554016620498615","45","208","301.0450000000001","88","416","602.0900000000001","0.017150838960561632","5"
"1","1","322","0.2680965147453083","11","145","135.75","11","145","135.75","0.011565532851694522","5"
"1","1","322","0.2680965147453083","4","44","94.36","4","44","94.36","0.011565532851694522","4"
"1","1","320","0.2680965147453083","39","67","163","39","67","163","0.011636976258072567","5"
"1","1","320","0.2680965147453083","10","92","153","10","92","153","0.011636976258072567","5"
"1","1","320","0.2680965147453083","22","73","265.85","22","73","265.85","0.011636976258072567","5"
"1","1","319","0.2680965147453083","27","82","215.78","27","82","215.78","0.011673029980597107","5"
"1","1","319","0.2680965147453083","66","258","483.85999999999996","66","258","483.85999999999996","0.011673029980597107","5"
"1","1","319","0.2680965147453083","6","114","200.10000000000002","6","114","200.10000000000002","0.011673029980597107","5"
"1","1","319","0.2680965147453083","32","526","2661.24","32","526","2661.24","0.011673029980597107","5"
"1","1","319","0.2680965147453083","8","36","155","8","36","155","0.011673029980597107","0"
"1","1","319","0.2680965147453083","4","12","91.80000000000001","4","12","91.80000000000001","0.011673029980597107","4"
"1","1","319","0.2680965147453083","17","128","206.98","17","128","206.98","0.011673029980597107","5"
"1","1","318","0.2680965147453083","5","440","585","5","440","585","0.01170930780097316","1"
"2","2","318","0.60790273556231","12","136","164.17499999999998","22","272","328.34999999999997","0.017364046690223612","0"
"1","1","318","0.2680965147453083","23","189","417.69","23","189","417.69","0.01170930780097316","0"
"1","1","318","0.2680965147453083","7","81","106.83000000000001","7","81","106.83000000000001","0.01170930780097316","5"
"1","1","318","0.2680965147453083","8","102","302.58000000000004","8","102","302.58000000000004","0.01170930780097316","5"
"1","1","318","0.2680965147453083","1","10","99.5","1","10","99.5","0.01170930780097316","2"
"1","1","318","0.2680965147453083","7","73","120.95","7","73","120.95","0.01170930780097316","0"
"1","1","318","0.2680965147453083","120","365","846.72","120","365","846.72","0.01170930780097316","5"
"1","1","317","0.2680965147453083","25","225","368.84999999999997","25","225","368.84999999999997","0.01174581181509006","0"
"1","1","317","0.2680965147453083","10","154","157.02","10","154","157.02","0.01174581181509006","0"
"2","2","317","0.591715976331361","2.5","118","154.90000000000003","4","236","309.80000000000007","0.017418179472133553","4"
"2","1","317","0.2680965147453083","38","304.5","573.2650000000001","76","609","1146.5300000000002","0.017418179472133553","0"
"1","1","317","0.2680965147453083","11","48","249","11","48","249","0.01174581181509006","0"
"1","1","316","0.2680965147453083","17","680","1308.48","17","680","1308.48","0.011782544145054806","5"
"2","2","316","0.5420054200542005","13","162","229.26","26","324","458.52","0.01747265082973981","0"
"1","1","316","0.2680965147453083","45","386","1693.88","45","386","1693.88","0.011782544145054806","5"
"2","2","315","0.5649717514124294","38","471","774.0600000000001","71","942","1548.1200000000001","0.017527463949460458","0"
"1","1","315","0.2680965147453083","10","59","182.45000000000002","10","59","182.45000000000002","0.01181950693960327","0"
"2","2","315","0.5934718100890208","20.5","181.5","344.785","37","363","689.57","0.017527463949460458","0"
"1","1","313","0.2680965147453083","46","575","572.8100000000001","46","575","572.8100000000001","0.011894132653061225","5"
"1","1","313","0.2680965147453083","8","29","112.75","8","29","112.75","0.011894132653061225","5"
"4","4","313","1.084010840108401","17","104.5","133.3325","51","418","533.33","0.029126119960179192","5"
"1","1","313","0.2680965147453083","41","292","403.29999999999995","41","292","403.29999999999995","0.011894132653061225","5"
"1","1","312","0.2680965147453083","19","324","219.51999999999998","19","324","219.51999999999998","0.011931800006397746","5"
"1","1","312","0.2680965147453083","10","114","177.5","10","114","177.5","0.011931800006397746","0"
"2","2","312","0.6024096385542169","10.5","209.5","290.025","20","419","580.05","0.017693986350950805","5"
"5","3","312","0.8241758241758242","5.8","52","100.278","26","260","501.39000000000004","0.03498054538460998","0"
"1","1","312","0.2680965147453083","28","232","494.64","28","232","494.64","0.011931800006397746","0"
"1","1","312","0.2680965147453083","15","150","382.50000000000006","15","150","382.50000000000006","0.011931800006397746","5"
"1","1","312","0.2680965147453083","71","127","218.51999999999998","71","127","218.51999999999998","0.011931800006397746","5"
"2","2","311","0.5361930294906166","9.5","79.5","269.40500000000003","16","159","538.8100000000001","0.017750199195079686","5"
"1","1","311","0.2680965147453083","18","162","316.2600000000001","18","162","316.2600000000001","0.011969706694050446","0"
"6","6","311","1.6129032258064515","2.6666666666666665","28.166666666666668","53.25","12","169","319.5","0.040872169199196645","5"
"1","1","311","0.2680965147453083","56","136","289.24","56","136","289.24","0.011969706694050446","5"
"1","1","311","0.2680965147453083","19","166","178.22","19","166","178.22","0.011969706694050446","5"
"1","1","311","0.2680965147453083","21","293","325.75","21","293","325.75","0.011969706694050446","0"
"1","1","311","0.2680965147453083","1","4","35.8","1","4","35.8","0.011969706694050446","2"
"1","1","311","0.2680965147453083","13","196","324.6","13","196","324.6","0.011969706694050446","5"
"1","1","311","0.2680965147453083","8","37","117.85","8","37","117.85","0.011969706694050446","5"
"1","1","310","0.2680965147453083","16","196","294.40000000000003","16","196","294.40000000000003","0.012007855004346006","0"
"2","2","310","0.5434782608695652","23","55.5","195.89499999999995","42","111","391.7899999999999","0.017806770347908223","5"
"1","1","310","0.2680965147453083","4","88","113.64","4","88","113.64","0.012007855004346006","4"
"2","2","310","0.6269592476489028","10","140.5","262.855","20","281","525.71","0.017806770347908223","5"
"5","4","310","1.098901098901099","7.4","37","62.201999999999984","35","185","311.00999999999993","0.035203516378594875","5"
"1","1","310","0.2680965147453083","8","71","154.41","8","71","154.41","0.012007855004346006","0"
"1","1","310","0.2680965147453083","14","196","1062.9999999999998","14","196","1062.9999999999998","0.012007855004346006","5"
"1","1","310","0.2680965147453083","21","199","349.27000000000004","21","199","349.27000000000004","0.012007855004346006","0"
"1","1","309","0.2680965147453083","10","30","118","10","30","118","0.01204624725487663","5"
"1","1","309","0.2680965147453083","28","283","331.23999999999995","28","283","331.23999999999995","0.01204624725487663","5"
"1","1","309","0.2680965147453083","29","235","475.37","29","235","475.37","0.01204624725487663","0"
"1","1","309","0.2680965147453083","33","331","558.32","33","331","558.32","0.01204624725487663","0"
"1","1","308","0.2680965147453083","23","208","381.32","23","208","381.32","0.012084885792969383","0"
"4","4","308","1.08991825613079","8.75","115","166.135","35","460","664.54","0.029593232527173805","0"
"1","1","308","0.2680965147453083","1","72","550.8000000000001","1","72","550.8000000000001","0.012084885792969383","2"
"1","1","308","0.2680965147453083","11","102","153.94","11","102","153.94","0.012084885792969383","5"
"2","1","308","0.2680965147453083","12.5","103.5","266.665","25","207","533.33","0.017921001371037526","0"
"1","1","308","0.2680965147453083","21","406","393.49000000000007","21","406","393.49000000000007","0.012084885792969383","0"
"1","1","306","0.2680965147453083","19","34","108.07","19","34","108.07","0.012162911272703558","5"
"4","4","306","1.084010840108401","47.75","335.75","933.7425000000001","142","1343","3734.9700000000003","0.029784299799498468","0"
"1","1","306","0.2680965147453083","24","37","142.4","24","37","142.4","0.012162911272703558","5"
"1","1","306","0.2680965147453083","9","82","131.9","9","82","131.9","0.012162911272703558","5"
"2","2","306","0.5586592178770949","26.5","159","225.955","52","318","451.91","0.01803670744830186","5"
"1","1","305","0.2680965147453083","83","288","409.93","83","288","409.93","0.012202303062025646","5"
"1","1","305","0.2680965147453083","25","125","393.33000000000004","25","125","393.33000000000004","0.012202303062025646","0"
"1","1","305","0.2680965147453083","11","29","155.04999999999998","11","29","155.04999999999998","0.012202303062025646","5"
"1","1","304","0.2680965147453083","8","32","133.35","8","32","133.35","0.012241950835275198","5"
"1","1","304","0.2680965147453083","1","144","79.2","1","144","79.2","0.012241950835275198","2"
"1","1","304","0.2680965147453083","23","127","148.21","23","127","148.21","0.012241950835275198","5"
"2","2","303","0.5633802816901409","28.5","101","182.92499999999998","55","202","365.84999999999997","0.018213095400628026","5"
"1","1","303","0.2680965147453083","4","10","69.3","4","10","69.3","0.01228185709581824","4"
"1","1","303","0.2680965147453083","8","27","118.95","8","27","118.95","0.01228185709581824","5"
"1","1","303","0.2680965147453083","11","116","314.1","11","116","314.1","0.01228185709581824","5"
"1","1","303","0.2680965147453083","35","88","197.73000000000002","35","88","197.73000000000002","0.01228185709581824","5"
"1","1","302","0.2680965147453083","20","189","330.79","20","189","330.79","0.012322024379769416","0"
"2","2","302","0.5420054200542005","72.5","298","467.26","126","596","934.52","0.01827266054365806","5"
"2","2","302","0.6493506493506493","5.5","157.5","153.51","11","315","307.02","0.01827266054365806","5"
"2","2","302","0.6451612903225806","2.5","93.5","83.625","3","187","167.25","0.01827266054365806","5"
"1","1","302","0.2680965147453083","16","177","238.85","16","177","238.85","0.012322024379769416","0"
"6","6","302","1.6172506738544474","23.166666666666668","48.833333333333336","129.9283333333333","109","293","779.5699999999999","0.04207520519921264","1"
"1","1","302","0.2680965147453083","17","130","470.36000000000007","17","130","470.36000000000007","0.012322024379769416","5"
"1","1","302","0.2680965147453083","21","199","302.69999999999993","21","199","302.69999999999993","0.012322024379769416","0"
"1","1","301","0.2680965147453083","23","139","530.1500000000002","23","139","530.1500000000002","0.012362455256529233","5"
"3","3","301","0.9404388714733543","12","369.6666666666667","380.1166666666666","26","1109","1140.35","0.024302777894542833","1"
"2","2","301","0.6024096385542169","3","28.5","93.195","4","57","186.39","0.01833261657553603","4"
"1","1","299","0.2680965147453083","38","216","436.18","38","216","436.18","0.012444118235804364","5"
"2","2","299","0.6389776357827476","18.5","36.5","144.89","37","73","289.78","0.018453716798461105","5"
"1","1","298","0.2680965147453083","30","496","889.2400000000002","30","496","889.2400000000002","0.012485355648535564","5"
"1","1","298","0.2680965147453083","15","269","321.04999999999995","15","269","321.04999999999995","0.012485355648535564","0"
"1","1","297","0.2680965147453083","10","935","1784.71","10","935","1784.71","0.012526867275658249","1"
"4","3","297","0.8174386920980926","7.75","52.25","144.22499999999997","28","209","576.8999999999999","0.03067554815795337","0"
"1","1","297","0.2680965147453083","1","3","3.75","1","3","3.75","0.012526867275658249","2"
"1","1","297","0.2680965147453083","21","190","821.1","21","190","821.1","0.012526867275658249","5"
"1","1","297","0.2680965147453083","1","48","122.4","1","48","122.4","0.012526867275658249","2"
"1","1","297","0.2680965147453083","5","40","89.2","5","40","89.2","0.012526867275658249","5"
"1","1","296","0.2680965147453083","1","72","76.32000000000001","1","72","76.32000000000001","0.012568655861441519","2"
"1","1","296","0.2680965147453083","7","54","142.4","7","54","142.4","0.012568655861441519","0"
"1","1","296","0.2680965147453083","12","91","173.05","12","91","173.05","0.012568655861441519","5"
"1","1","296","0.2680965147453083","13","64","363.70000000000005","13","64","363.70000000000005","0.012568655861441519","5"
"1","1","296","0.2680965147453083","47","675","826.5299999999999","47","675","826.5299999999999","0.012568655861441519","0"
"1","1","295","0.2680965147453083","8","38","152.65","8","38","152.65","0.012610724186895666","0"
"1","1","295","0.2680965147453083","73","363","1257.8700000000001","73","363","1257.8700000000001","0.012610724186895666","0"
"1","1","295","0.2680965147453083","4","34","100.5","4","34","100.5","0.012610724186895666","4"
"1","1","294","0.2680965147453083","1","4","34","1","4","34","0.012653075070389088","2"
"1","1","294","0.2680965147453083","17","149","311.55","17","149","311.55","0.012653075070389088","0"
"1","1","294","0.2680965147453083","16","72","307.4","16","72","307.4","0.012653075070389088","0"
"1","1","292","0.2680965147453083","75","136","535.32","75","136","535.32","0.012738635975547283","5"
"1","1","291","0.2680965147453083","33","256","603.4200000000001","33","256","603.4200000000001","0.01278185182646837","0"
"1","1","291","0.2680965147453083","21","173","320.69","21","173","320.69","0.01278185182646837","0"
"1","1","291","0.2680965147453083","33","429","560.47","33","429","560.47","0.01278185182646837","0"
